src,dst,sport,dport,protocol,prr,delay,rtt,fct,wpr
BRU_h0,MIL_h0,219,239,udp,0.9931623931623932,0.1400543908273262,,,
MIL_h0,ZAG_h0,217,237,udp,1.0,0.008147773288545154,,,
HAM_h0,PRA_h0,218,238,udp,1.0,0.013455601344032894,,,
VIE_h0,ZAG_h0,60003,60003,udp,0.0,,,,
SIN_h0,MAD_h0,210,230,udp,1.0,0.008042649151495817,,,
LIS_h0,MAD_h0,201,221,udp,1.0,0.0054763331317761845,,,
BIL_h0,PAR_h0,202,222,udp,0.9995115995115995,0.009648982627508898,,,
GEN_h0,PRA_h0,303,311,udp,1.0,0.027591111217337243,,,1.0
THE_h0,ZAG_h0,215,235,udp,1.0,0.009320843874753177,,,
LIS_h0,MAD_h0,60001,60001,udp,0.0,,,,
FRA_h0,LJU_h0,3,15,udp,0.01514041514041514,0.017555844399236863,,,
SIN_h0,POR_h0,209,229,udp,1.0,0.005617845975435697,,,
FRA_h0,LJU_h0,11,23,udp,0.01904761904761905,0.016011653802333735,,,
BEL_h0,SOF_h0,207,227,udp,1.0,0.002979801513336517,,,
MAR_h0,PRA_h0,101,113,udp,0.0,,,,
MAR_h0,PRA_h0,105,117,udp,0.0,,,,
AMS_h0,BUC_h0,302,310,udp,0.9987789987789988,0.05306124104264313,,,0.0
FRA_h0,BUD_h0,60011,60012,udp,0.0,,,,
LIS_h0,THE_h0,301,309,udp,1.0,0.042581100044157216,,,1.0
MAR_h0,PRA_h0,109,121,udp,0.0,,,,
BUC_h0,BEL_h0,213,233,udp,1.0,0.006722122991186941,,,
BER_h0,HAM_h0,204,224,udp,1.0,0.0028792826101747917,,,
WAR_h0,MAD_h0,304,312,udp,1.0,0.024625833576640756,,,0.0
FRA_h0,LJU_h0,7,19,udp,0.01562881562881563,0.015901334583759308,,,
LON_h0,THE_h0,60002,60002,udp,0.0,,,,
GEN_h0,POR_h0,10,22,tcp,1.0,,0.0701287391699485,9.676668882369997,
LON_h0,GEN_h0,9,21,tcp,1.0,,0.06624885393258427,10.725666046142578,
BIL_h0,BRU_h0,211,231,tcp,1.0,,0.07613369950859951,8.600310564041138,
WAR_h0,PRA_h0,208,228,tcp,1.0,,0.017421401395053902,12.455509901046753,
LON_h0,HAM_h0,308,316,tcp,0.0,,,,
LJU_h0,BER_h0,306,314,tcp,0.0,,,,
AMS_h0,MAR_h0,4,16,tcp,1.0,,0.07590388678769541,9.011983394622805,
MIL_h0,BUD_h0,106,118,tcp,1.0,,0.06571900371484167,25.056309461593628,
MAD_h0,AMS_h0,111,123,tcp,1.0,,0.10511769223744293,16.687636375427243,
BIL_h0,BUD_h0,305,313,tcp,0.0,,,,
AMS_h0,MAR_h0,8,20,tcp,1.0,,0.07103536190196653,9.505775213241575,
LON_h0,GEN_h0,5,17,tcp,1.0,,0.06939931246393538,9.483323097229004,
LON_h0,GEN_h0,1,13,tcp,1.0,,0.06920481229483737,8.501793622970581,
AMS_h0,MAR_h0,12,24,tcp,1.0,,0.08398595977943561,11.093824863433838,
PAR_h0,MAR_h0,212,232,tcp,1.0,,0.06934643308494784,8.878889083862305,
BRA_h0,LON_h0,108,120,tcp,1.0,,0.14465065884998393,22.576353311538696,
BRA_h0,POR_h0,307,315,tcp,0.0,,,,
AMS_h0,VIE_h0,220,240,tcp,1.0,,0.07293220370868046,8.471299171447754,
BRA_h0,LON_h0,112,124,tcp,1.0,,0.123779023640061,17.838366746902466,
MIL_h0,BUD_h0,102,114,tcp,1.0,,0.09205316900331378,49.85918426513672,
BRA_h0,LON_h0,104,116,tcp,1.0,,0.09829282685406698,9.609070777893066,
BRA_h0,MIL_h0,214,234,tcp,1.0,,0.07871275537799631,11.484660148620605,
MAD_h0,AMS_h0,107,119,tcp,1.0,,0.07314578101023017,11.674560308456421,
PRA_h0,VIE_h0,205,225,tcp,1.0,,0.07958735450516986,8.315216064453125,
MAD_h0,AMS_h0,103,115,tcp,1.0,,0.068759848436247,11.273386478424072,
GEN_h0,POR_h0,2,14,tcp,1.0,,0.08341959210129635,11.444359302520752,
VIE_h0,ZAG_h0,216,236,tcp,1.0,,0.07470950399201597,10.872685194015503,
MIL_h0,BUD_h0,110,122,tcp,1.0,,0.09660323207971713,12.24633502960205,
GEN_h0,POR_h0,6,18,tcp,1.0,,0.06507229987908102,12.521236181259155,
BRU_h0,PAR_h0,203,223,tcp,1.0,,0.09059795722578674,13.22259283065796,
MIL_h0,LJU_h0,206,226,tcp,1.0,,0.0686719032907992,8.413519859313965,
