src,dst,sport,dport,protocol,prr,delay,rtt,fct,wpr
BRU_h0,MIL_h0,219,239,udp,0.9985347985347985,0.1305147171253737,,,
MIL_h0,ZAG_h0,217,237,udp,0.9997557997557998,0.019993858507451747,,,
HAM_h0,PRA_h0,218,238,udp,1.0,0.013314582081795904,,,
VIE_h0,ZAG_h0,60003,60003,udp,0.0,,,,
SIN_h0,MAD_h0,210,230,udp,1.0,0.008021579761062641,,,
LIS_h0,MAD_h0,201,221,udp,1.0,0.005522139925368685,,,
BIL_h0,PAR_h0,202,222,udp,1.0,0.00798603740221706,,,
GEN_h0,PRA_h0,303,311,udp,0.997557003257329,0.06923718257826202,,,1.0
THE_h0,ZAG_h0,215,235,udp,1.0,0.008721411300957277,,,
LIS_h0,MAD_h0,60001,60001,udp,0.0,,,,
FRA_h0,LJU_h0,3,15,udp,0.012454212454212455,0.017902519188675227,,,
SIN_h0,POR_h0,209,229,udp,1.0,0.005581373929686308,,,
FRA_h0,LJU_h0,11,23,udp,0.01684981684981685,0.01460675571275794,,,
BEL_h0,SOF_h0,207,227,udp,1.0,0.0029985051117801015,,,
MAR_h0,PRA_h0,101,113,udp,0.0,,,,
MAR_h0,PRA_h0,105,117,udp,0.0,,,,
AMS_h0,BUC_h0,302,310,udp,0.9987789987789988,0.034249351776608046,,,0.0
FRA_h0,BUD_h0,60011,60012,udp,0.0,,,,
LIS_h0,THE_h0,301,309,udp,0.9951100244498777,0.05611551364458164,,,1.0
MAR_h0,PRA_h0,109,121,udp,0.0,,,,
BUC_h0,BEL_h0,213,233,udp,1.0,0.006231153870094681,,,
BER_h0,HAM_h0,204,224,udp,1.0,0.0028752322889800765,,,
WAR_h0,MAD_h0,304,312,udp,1.0,0.02387289779401933,,,0.0
FRA_h0,LJU_h0,7,19,udp,0.012454212454212455,0.0285950501759847,,,
LON_h0,THE_h0,60002,60002,udp,0.0,,,,
GEN_h0,POR_h0,10,22,tcp,1.0,,0.09004800498679964,10.402388811111448,
LON_h0,GEN_h0,9,21,tcp,1.0,,0.08901505345345345,10.566980838775637,
BIL_h0,BRU_h0,211,231,tcp,1.0,,0.06938570523076923,8.611326217651367,
WAR_h0,PRA_h0,208,228,tcp,1.0,,0.028624777982214043,12.460108280181885,
LON_h0,HAM_h0,308,316,tcp,0.0,,,,
LJU_h0,BER_h0,306,314,tcp,0.0,,,,
AMS_h0,MAR_h0,4,16,tcp,1.0,,0.08299291101431239,14.840835809707642,
MIL_h0,BUD_h0,106,118,tcp,1.0,,0.09688996673189824,26.83129072189331,
MAD_h0,AMS_h0,111,123,tcp,1.0,,0.09901211163820367,14.795910358428955,
BIL_h0,BUD_h0,305,313,tcp,0.0,,,,
AMS_h0,MAR_h0,8,20,tcp,1.0,,0.10283558844984803,17.776027202606198,
LON_h0,GEN_h0,5,17,tcp,1.0,,0.05193471930888148,9.38272476196289,
LON_h0,GEN_h0,1,13,tcp,1.0,,0.06336873391724554,12.406852006912231,
AMS_h0,MAR_h0,12,24,tcp,1.0,,0.08903005553719008,14.712010383605955,
PAR_h0,MAR_h0,212,232,tcp,1.0,,0.08169173148148147,14.877625703811646,
BRA_h0,LON_h0,108,120,tcp,1.0,,0.14853374261855054,23.173542976379395,
BRA_h0,POR_h0,307,315,tcp,0.0,,,,
AMS_h0,VIE_h0,220,240,tcp,1.0,,0.06912183204518431,8.406241416931152,
BRA_h0,LON_h0,112,124,tcp,1.0,,0.10449276094614998,18.003591299057007,
MIL_h0,BUD_h0,102,114,tcp,1.0,,0.0855441165531692,51.69103074073792,
BRA_h0,LON_h0,104,116,tcp,1.0,,0.11392512272320096,17.168854713439938,
BRA_h0,MIL_h0,214,234,tcp,1.0,,0.062150215034168566,8.65984845161438,
MAD_h0,AMS_h0,107,119,tcp,1.0,,0.11899068760116542,18.965459346771237,
PRA_h0,VIE_h0,205,225,tcp,1.0,,0.06105928232823282,8.272444248199463,
MAD_h0,AMS_h0,103,115,tcp,1.0,,0.09653713243243243,12.840415239334106,
GEN_h0,POR_h0,2,14,tcp,1.0,,0.11634076012364761,14.12208652496338,
VIE_h0,ZAG_h0,216,236,tcp,1.0,,0.10772283839903703,14.524588108062744,
MIL_h0,BUD_h0,110,122,tcp,1.0,,0.0838762799877601,15.885430335998535,
GEN_h0,POR_h0,6,18,tcp,1.0,,0.10083955531850046,15.4754638671875,
BRU_h0,PAR_h0,203,223,tcp,1.0,,0.08265148100490195,13.24165940284729,
MIL_h0,LJU_h0,206,226,tcp,1.0,,0.06399021125370187,8.652734756469728,
