src,dst,sport,dport,protocol,prr,delay,rtt,fct,wpr
BRU_h0,MIL_h0,219,239,udp,0.9936507936507937,0.13478580854776362,,,
MIL_h0,ZAG_h0,217,237,udp,1.0,0.00815428819994059,,,
HAM_h0,PRA_h0,218,238,udp,1.0,0.01336514521867801,,,
VIE_h0,ZAG_h0,60003,60003,udp,0.0,,,,
SIN_h0,MAD_h0,210,230,udp,1.0,0.008261801413418464,,,
LIS_h0,MAD_h0,201,221,udp,1.0,0.0054548899914901045,,,
BIL_h0,PAR_h0,202,222,udp,0.9997557997557998,0.0744781709614182,,,
GEN_h0,PRA_h0,303,311,udp,1.0,0.024559784401511523,,,1.0
THE_h0,ZAG_h0,215,235,udp,1.0,0.008414374981462155,,,
LIS_h0,MAD_h0,60001,60001,udp,0.0,,,,
FRA_h0,LJU_h0,3,15,udp,0.012454212454212455,0.015732045267142503,,,
SIN_h0,POR_h0,209,229,udp,1.0,0.0056639359256432315,,,
FRA_h0,LJU_h0,11,23,udp,0.01562881562881563,0.016243163496255875,,,
BEL_h0,SOF_h0,207,227,udp,1.0,0.002995147518768124,,,
MAR_h0,PRA_h0,101,113,udp,0.0,,,,
MAR_h0,PRA_h0,105,117,udp,0.0,,,,
AMS_h0,BUC_h0,302,310,udp,0.9987789987789988,0.07021715180506624,,,0.0
FRA_h0,BUD_h0,60011,60012,udp,0.0,,,,
LIS_h0,THE_h0,301,309,udp,1.0,0.042369851273254544,,,1.0
MAR_h0,PRA_h0,109,121,udp,0.0,,,,
BUC_h0,BEL_h0,213,233,udp,1.0,0.005694453620211982,,,
BER_h0,HAM_h0,204,224,udp,1.0,0.0029760431748461227,,,
WAR_h0,MAD_h0,304,312,udp,1.0,0.08111180419735337,,,0.0
FRA_h0,LJU_h0,7,19,udp,0.013186813186813187,0.01588091143855342,,,
LON_h0,THE_h0,60002,60002,udp,0.0,,,,
GEN_h0,POR_h0,10,22,tcp,1.0,,0.07655191041102632,9.345485448837278,
LON_h0,GEN_h0,9,21,tcp,1.0,,0.061683454377880184,10.649283647537233,
BIL_h0,BRU_h0,211,231,tcp,1.0,,0.07984587054631828,8.399754524230957,
WAR_h0,PRA_h0,208,228,tcp,1.0,,0.06770683477340857,9.033910274505617,
LON_h0,HAM_h0,308,316,tcp,0.0,,,,
LJU_h0,BER_h0,306,314,tcp,0.0,,,,
AMS_h0,MAR_h0,4,16,tcp,1.0,,0.06394548362930078,8.845460653305055,
MIL_h0,BUD_h0,106,118,tcp,1.0,,0.10074953507979524,17.285001516342163,
MAD_h0,AMS_h0,111,123,tcp,1.0,,0.09742354497189257,16.991949558258053,
BIL_h0,BUD_h0,305,313,tcp,0.0,,,,
AMS_h0,MAR_h0,8,20,tcp,1.0,,0.07880321907817969,9.529025554656982,
LON_h0,GEN_h0,5,17,tcp,1.0,,0.0690804346082665,9.933996200561523,
LON_h0,GEN_h0,1,13,tcp,1.0,,0.05141843003618818,8.349178552627562,
AMS_h0,MAR_h0,12,24,tcp,1.0,,0.08499418063583815,10.779029607772827,
PAR_h0,MAR_h0,212,232,tcp,1.0,,0.0766597090959512,8.750553131103517,
BRA_h0,LON_h0,108,120,tcp,1.0,,0.142186872955289,18.74494791030884,
BRA_h0,POR_h0,307,315,tcp,0.0,,,,
AMS_h0,VIE_h0,220,240,tcp,1.0,,0.05857534177592372,8.610621690750122,
BRA_h0,LON_h0,112,124,tcp,1.0,,0.13127423985042735,17.002635478973392,
MIL_h0,BUD_h0,102,114,tcp,1.0,,0.10683939891205803,13.408727169036865,
BRA_h0,LON_h0,104,116,tcp,1.0,,0.08138250049504951,9.684914827346804,
BRA_h0,MIL_h0,214,234,tcp,1.0,,0.10505394577520401,11.282907724380493,
MAD_h0,AMS_h0,107,119,tcp,1.0,,0.08428985407454201,13.26278018951416,
PRA_h0,VIE_h0,205,225,tcp,1.0,,0.06447588744075829,8.294144153594969,
MAD_h0,AMS_h0,103,115,tcp,1.0,,0.059848163720930235,9.552363872528076,
GEN_h0,POR_h0,2,14,tcp,1.0,,0.07771586889226101,13.434087991714478,
VIE_h0,ZAG_h0,216,236,tcp,1.0,,0.1142546959927689,14.752357721328735,
MIL_h0,BUD_h0,110,122,tcp,1.0,,0.08895143544857768,13.69087553024292,
GEN_h0,POR_h0,6,18,tcp,1.0,,0.06624593054369485,8.612092971801758,
BRU_h0,PAR_h0,203,223,tcp,1.0,,0.08944058306188925,13.245137929916382,
MIL_h0,LJU_h0,206,226,tcp,1.0,,0.06776664092664093,8.358402013778688,
